order_date,product_id,Unnamed: 0,order_id,customer_id,city,province,brand,quantity,item_price
2019-01-01,P0517,38,1612372,17511,Tangerang,Banten,BRAND_B,72,383000
2019-01-01,P2707,39,1612372,17511,Tangerang,Banten,BRAND_P,72,383000
2019-01-01,P2928,40,1612372,17511,Tangerang,Banten,BRAND_R,12,2235000
2019-01-01,P3362,41,1612372,12681,Tangerang,Banten,BRAND_S,96,236000
2019-01-01,P2806,42,1612372,17511,Tangerang,Banten,BRAND_P,48,590000
2019-01-01,P0525,43,1612372,17511,Tangerang,Banten,BRAND_B,96,520000
2019-01-01,P3412,44,1612372,17511,Tangerang,Banten,BRAND_S,16,1325000
2019-01-01,P2946,45,1612372,17511,Tangerang,Banten,BRAND_R,12,2445000
2019-01-01,P2935,46,1612372,17511,Tangerang,Banten,BRAND_R,32,1325000
2019-01-01,P1813,47,1612372,17511,Tangerang,Banten,BRAND_I,48,660000
2019-01-01,P0792,48,1612372,17511,Tangerang,Banten,BRAND_C,48,660000
2019-01-01,P0491,49,1612372,17511,Tangerang,Banten,BRAND_B,48,450000
2019-01-01,P1469,50,1612372,17511,Tangerang,Banten,BRAND_F,16,1199000
2019-01-01,P2866,51,1612372,17511,Tangerang,Banten,BRAND_R,6,1045000
2019-01-01,P2494,52,1612372,17511,Tangerang,Banten,BRAND_P,40,904000
2019-01-01,P4059,53,1612372,17511,Tangerang,Banten,BRAND_W,12,1955000
2019-01-01,P2325,54,1612372,17511,Tangerang,Banten,BRAND_N,48,604000
2019-01-01,P0255,55,1612372,17511,Tangerang,Banten,BRAND_A,160,520000
2019-01-01,P4009,56,1612372,17511,Tangerang,Banten,BRAND_W,32,904000
2019-01-01,P1685,57,1612375,17091,Tangerang,Banten,BRAND_H,12,747000
2019-01-01,P1679,58,1612375,17091,Tangerang,Banten,BRAND_H,12,747000
2019-01-01,P2964,59,1612375,17091,Tangerang,Banten,BRAND_R,4,1325000
2019-01-01,P0116,60,1612375,17091,Tangerang,Banten,BRAND_A,6,747000
2019-01-01,P1800,61,1612375,17091,Tangerang,Banten,BRAND_H,4,1640000
2019-01-01,P1684,62,1612375,17091,Tangerang,Banten,BRAND_H,24,747000
2019-01-01,P4025,63,1612375,17091,Tangerang,Banten,BRAND_W,4,1325000
2019-01-01,P3006,64,1612375,17091,Tangerang,Banten,BRAND_R,6,1745000
2019-01-01,P3132,65,1612375,17091,Tangerang,Banten,BRAND_S,6,1745000
2019-01-01,P0791,66,1612375,17091,Tangerang,Banten,BRAND_C,3,1745000
2019-01-01,P1945,67,1612375,17091,Tangerang,Banten,BRAND_K,4,1325000
2019-01-01,P1251,68,1612375,17091,Tangerang,Banten,BRAND_E,4,1500000
2019-01-01,P1683,69,1612375,17091,Tangerang,Banten,BRAND_H,12,747000
2019-01-01,P0041,70,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_A,12,310000
2019-01-01,P2760,71,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_P,12,590000
2019-01-01,P1329,72,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_F,12,450000
2019-01-01,P1700,73,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_H,24,240000
2019-01-01,P2641,74,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_P,8,695000
2019-01-01,P3484,75,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_S,6,800000
2019-01-01,P3122,76,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_S,6,800000
2019-01-01,P0040,77,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_A,12,310000
2019-01-01,P0931,78,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_C,4,1395000
2019-01-01,P2575,79,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_P,12,520000
2019-01-01,P0117,80,1612378,17470,Jakarta Pusat,DKI Jakarta,BRAND_A,4,2795000
2019-01-01,P4009,81,1612381,17616,Surabaya,Jawa Timur,BRAND_W,128,904000
2019-01-01,P0784,82,1612384,15649,Malang,Jawa Timur,BRAND_C,120,1500000
2019-01-01,P0449,83,1612387,17228,Bogor,Jawa Barat,BRAND_B,6,1325000
2019-01-01,P2881,84,1612387,17228,Bogor,Jawa Barat,BRAND_R,6,1325000
2019-01-01,P2594,85,1612387,17228,Bogor,Jawa Barat,BRAND_P,10,1325000
2019-01-01,P1600,86,1612387,17228,Bogor,Jawa Barat,BRAND_G,4,1325000
2019-01-01,P2086,87,1612387,17228,Bogor,Jawa Barat,BRAND_L,4,590000
2019-01-01,P2103,88,1612387,17228,Bogor,Jawa Barat,BRAND_L,6,590000
2019-01-01,P2089,89,1612387,17228,Bogor,Jawa Barat,BRAND_L,6,590000
2019-01-01,P0515,90,1612387,17228,Bogor,Jawa Barat,BRAND_B,5,590000
2019-01-01,P0535,91,1612387,17228,Bogor,Jawa Barat,BRAND_B,6,590000
2019-01-01,P0029,92,1612387,17228,Bogor,Jawa Barat,BRAND_A,12,310000
2019-01-01,P3362,93,1612387,17228,Bogor,Jawa Barat,BRAND_S,12,310000
2019-01-01,P3409,94,1612387,17228,Bogor,Jawa Barat,BRAND_S,12,310000
2019-01-01,P1867,95,1612390,12681,Makassar,Sulawesi Selatan,BRAND_J,12,520000
2019-01-01,P3388,96,1612390,12681,Makassar,Sulawesi Selatan,BRAND_S,10,450000
2019-01-01,P3082,97,1612390,12681,Makassar,Sulawesi Selatan,BRAND_R,18,1045000
2019-01-01,P3354,98,1612390,12681,Makassar,Sulawesi Selatan,BRAND_S,24,450000
2019-01-01,P3357,99,1612390,12681,Makassar,Sulawesi Selatan,BRAND_S,24,450000
2019-01-01,P0422,100,1612390,12681,Makassar,Sulawesi Selatan,BRAND_B,4,1325000
