,order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price
87,1710577,2019-11-01,17509,Bekasi,Jawa Barat,P3128,BRAND_S,12,450000
88,1727281,2019-12-06,15965,Tangerang,Banten,P0122,BRAND_A,1,695000
89,1741570,2019-12-29,17827,Jakarta Barat,DKI Jakarta,P0098,BRAND_A,1,1325000
90,1740880,2019-12-27,16426,Jakarta Pusat,DKI Jakarta,P0085,BRAND_A,2,450000
91,1695451,2019-09-26,14298,Yogyakarta,Yogyakarta,P2715,BRAND_P,24,904000
92,1713310,2019-11-07,18160,Malang,Jawa Timur,P3215,BRAND_S,6,1325000
93,1740184,2019-12-26,14051,Jakarta Selatan,DKI Jakarta,P1681,BRAND_H,48,747000
94,1682983,2019-08-16,15704,Tangerang,Banten,P1891,BRAND_J,12,740000
95,1678570,2019-08-02,13955,Depok,Jawa Barat,P2906,BRAND_R,1,310000
96,1698607,2019-10-04,15652,Jakarta Selatan,DKI Jakarta,P4017,BRAND_W,2,1325000
97,1692958,2019-09-18,15059,Surakarta,Jawa Tengah,P1792,BRAND_H,1,1045000
98,1675603,2019-07-25,13988,Surabaya,Jawa Timur,P4009,BRAND_W,6,1045000
99,1721692,2019-11-26,16729,Jakarta Utara,DKI Jakarta,P2411,BRAND_P,24,149000
100,1734868,2019-12-18,17841,Jakarta Utara,DKI Jakarta,P2868,BRAND_R,1,904000
101,1733164,2019-12-16,13167,Tangerang,Banten,P4049,BRAND_W,4,747000
102,1723633,2019-11-29,17084,Jakarta Selatan,DKI Jakarta,P2769,BRAND_P,6,450000
103,1707739,2019-10-28,14096,Surakarta,Jawa Tengah,P3244,BRAND_S,1,873000
104,1738546,2019-12-24,14191,Bogor,Jawa Barat,P2938,BRAND_R,10,450000
105,1702447,2019-10-15,16464,Jakarta Selatan,DKI Jakarta,P2097,BRAND_L,1,590000
106,1716310,2019-11-14,17571,Surakarta,Jawa Tengah,P0187,BRAND_A,1,4195000
107,1699351,2019-10-07,15673,Jakarta Selatan,DKI Jakarta,P0125,BRAND_A,24,205000
108,1681231,2019-08-12,17213,Jakarta Pusat,DKI Jakarta,P4075,BRAND_W,6,904000
109,1679791,2019-08-08,17738,Jakarta Pusat,DKI Jakarta,P2410,BRAND_P,24,113000
110,1687249,2019-08-29,13969,Surakarta,Jawa Tengah,P2877,BRAND_R,5,747000
111,1691797,2019-09-15,14895,Malang,Jawa Timur,P0238,BRAND_A,8,1745000
112,1705693,2019-10-22,17576,Tangerang,Banten,P1685,BRAND_H,2,747000
113,1673404,2019-07-18,13319,Yogyakarta,Yogyakarta,P2091,BRAND_L,10,590000
114,1732513,2019-12-15,14159,Jakarta Utara,DKI Jakarta,P2445,BRAND_P,1,205000
115,1692184,2019-09-16,14505,Jakarta Timur,DKI Jakarta,P2947,BRAND_R,1,2095000
116,1694917,2019-09-25,12621,Denpasar,Bali,P0114,BRAND_A,10,299000
117,1704637,2019-10-20,15154,Jakarta Selatan,DKI Jakarta,P0536,BRAND_B,1,450000
118,1707685,2019-10-27,15547,Depok,Jawa Barat,P0071,BRAND_A,4,695000
119,1678609,2019-08-04,16283,Jakarta Selatan,DKI Jakarta,P3583,BRAND_S,12,159000
120,1707649,2019-10-27,15555,Depok,Jawa Barat,P4057,BRAND_W,2,2445000
121,1706011,2019-10-23,14978,Jakarta Selatan,DKI Jakarta,P0791,BRAND_C,2,1745000
122,1698886,2019-10-06,15547,Depok,Jawa Barat,P0792,BRAND_C,1,747000
123,1732315,2019-12-15,18118,Jakarta Selatan,DKI Jakarta,P3481,BRAND_S,3,1745000
124,1696312,2019-09-29,17050,Bogor,Jawa Barat,P3020,BRAND_R,10,590000
125,1719556,2019-11-22,17730,Jakarta Pusat,DKI Jakarta,P2606,BRAND_P,12,450000
126,1687612,2019-08-30,12517,Denpasar,Bali,P3268,BRAND_S,12,450000
127,1736779,2019-12-22,18156,Malang,Jawa Timur,P0825,BRAND_C,1,450000
128,1732636,2019-12-15,16931,Jakarta Pusat,DKI Jakarta,P0753,BRAND_C,3,1500000
129,1723423,2019-11-29,17979,Bekasi,Jawa Barat,P0712,BRAND_C,4,534000
130,1742869,2019-12-31,17841,Jakarta Utara,DKI Jakarta,P1876,BRAND_J,1,149000
131,1671277,2019-07-11,12908,Jakarta Selatan,DKI Jakarta,P0263,BRAND_A,600,264000
132,1673848,2019-07-18,15530,Jakarta Barat,DKI Jakarta,P3194,BRAND_S,6,1150000
133,1734937,2019-12-18,14032,Yogyakarta,Yogyakarta,P2853,BRAND_R,48,639000
134,1742041,2019-12-30,13001,Malang,Jawa Timur,P0763,BRAND_C,4,1465000
135,1707988,2019-10-28,17652,Jakarta Pusat,DKI Jakarta,P2521,BRAND_P,4,1745000
136,1673869,2019-07-18,18283,Jakarta Selatan,DKI Jakarta,P0066,BRAND_A,1,747000
137,1710637,2019-11-03,17811,Malang,Jawa Timur,P2637,BRAND_P,1,450000
138,1705540,2019-10-22,13555,Jakarta Barat,DKI Jakarta,P0376,BRAND_B,18,1024000
139,1683283,2019-08-19,12474,Denpasar,Bali,P3588,BRAND_S,12,695000
140,1716886,2019-11-17,16686,Bogor,Jawa Barat,P2996,BRAND_R,4,310000
141,1668346,2019-07-04,15241,Jakarta Selatan,DKI Jakarta,P2942,BRAND_R,6,904000
142,1733347,2019-12-16,16549,Jakarta Pusat,DKI Jakarta,P0733,BRAND_C,2,310000
143,1742038,2019-12-30,18198,Surabaya,Jawa Timur,P1768,BRAND_H,12,240000
144,1728178,2019-12-08,15411,Jakarta Selatan,DKI Jakarta,P1780,BRAND_H,4,2200000
145,1669474,2019-07-07,16794,Surakarta,Jawa Tengah,P1742,BRAND_H,4,590000
146,1713724,2019-11-08,14592,Yogyakarta,Yogyakarta,P3132,BRAND_S,1,1745000
147,1686499,2019-08-28,13209,Bekasi,Jawa Barat,P0268,BRAND_A,24,240000
148,1730065,2019-12-11,16717,Surakarta,Jawa Tengah,P3250,BRAND_S,12,310000
149,1671934,2019-07-14,15700,Semarang,Jawa Tengah,P0525,BRAND_B,12,604000
150,1680916,2019-08-12,16511,Jakarta Selatan,DKI Jakarta,P2871,BRAND_R,1,2900000
151,1704973,2019-10-21,16778,Jakarta Pusat,DKI Jakarta,P3341,BRAND_S,24,205000
152,1740163,2019-12-26,18122,Jakarta Selatan,DKI Jakarta,P3185,BRAND_S,2,240000
153,1741561,2019-12-29,13521,Bandung,Jawa Barat,P0840,BRAND_C,2,310000
154,1711915,2019-11-05,17888,Yogyakarta,Yogyakarta,P0821,BRAND_C,12,310000
155,1729984,2019-12-11,17377,Jakarta Pusat,DKI Jakarta,P1898,BRAND_J,7,740000
156,1702429,2019-10-15,14859,Jakarta Selatan,DKI Jakarta,P2458,BRAND_P,8,604000
157,1737505,2019-12-23,17806,Yogyakarta,Yogyakarta,P3516,BRAND_S,29,310000
158,1741984,2019-12-30,17218,Malang,Jawa Timur,P2853,BRAND_R,12,740000
159,1734787,2019-12-18,18283,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,1,205000
160,1738360,2019-12-24,12748,Jakarta Utara,DKI Jakarta,P1884,BRAND_J,10,740000
161,1699225,2019-10-07,16984,Jakarta Pusat,DKI Jakarta,P3958,BRAND_W,6,520000
162,1677466,2019-07-31,13418,Bekasi,Jawa Barat,P0674,BRAND_C,12,159000
163,1724695,2019-12-02,16242,Jakarta Barat,DKI Jakarta,P2760,BRAND_P,6,590000
164,1734700,2019-12-18,14049,Surakarta,Jawa Tengah,P2793,BRAND_P,6,747000
165,1704511,2019-10-20,16931,Jakarta Pusat,DKI Jakarta,P0168,BRAND_A,1,1325000
166,1736569,2019-12-22,17769,Malang,Jawa Timur,P2793,BRAND_P,12,747000
167,1721599,2019-11-26,17495,Bandung,Jawa Barat,P3309,BRAND_S,12,450000
168,1716376,2019-11-15,16156,Malang,Jawa Timur,P3217,BRAND_S,4,1325000
169,1683586,2019-08-19,14796,Yogyakarta,Yogyakarta,P2900,BRAND_R,1,1045000
170,1727902,2019-12-08,16794,Surakarta,Jawa Tengah,P2865,BRAND_R,1,1045000
171,1699864,2019-10-09,15845,Bogor,Jawa Barat,P0158,BRAND_A,36,240000
172,1720747,2019-11-25,16633,Jakarta Selatan,DKI Jakarta,P2047,BRAND_L,4,1325000
173,1734124,2019-12-17,17338,Tangerang,Banten,P3250,BRAND_S,6,310000
174,1690615,2019-09-11,17841,Jakarta Utara,DKI Jakarta,P2086,BRAND_L,1,590000
175,1697296,2019-10-01,12526,Denpasar,Bali,P0310,BRAND_B,3,1745000
176,1737349,2019-12-23,17346,Purwokerto,Jawa Tengah,P3183,BRAND_S,2,240000
177,1687810,2019-09-02,17870,Surakarta,Jawa Tengah,P3057,BRAND_R,5,3494000
178,1671937,2019-07-14,17001,Malang,Jawa Timur,P0314,BRAND_B,20,159000
179,1716952,2019-11-17,14629,Jakarta Selatan,DKI Jakarta,P1805,BRAND_H,1,1500000
180,1695442,2019-09-26,16187,Jakarta Selatan,DKI Jakarta,P1891,BRAND_J,20,740000
181,1732648,2019-12-15,17841,Jakarta Utara,DKI Jakarta,P3504,BRAND_S,8,159000
182,1711465,2019-11-04,14096,Surakarta,Jawa Tengah,P2535,BRAND_P,2,1458000
183,1728160,2019-12-08,16726,Jakarta Pusat,DKI Jakarta,P0125,BRAND_A,1,205000
184,1721692,2019-11-26,16729,Jakarta Utara,DKI Jakarta,P0201,BRAND_A,7,159000
185,1718596,2019-11-20,17841,Jakarta Utara,DKI Jakarta,P2781,BRAND_P,3,520000
186,1690120,2019-09-10,12569,Denpasar,Bali,P3011,BRAND_R,6,747000
187,1731892,2019-12-13,14593,Jakarta Pusat,DKI Jakarta,P0106,BRAND_A,1,450000
188,1727110,2019-12-05,13767,Jakarta Timur,DKI Jakarta,P1679,BRAND_H,192,660000
189,1736362,2019-12-20,13589,Bogor,Jawa Barat,P1803,BRAND_H,4,1745000
190,1720030,2019-11-24,13566,Jakarta Pusat,DKI Jakarta,P0428,BRAND_B,1,1500000
191,1708591,2019-10-29,17957,Yogyakarta,Yogyakarta,P0579,BRAND_B,2,884000
192,1716844,2019-11-17,17211,Tangerang,Banten,P1803,BRAND_H,3,1745000
193,1733236,2019-12-16,18139,Jakarta Barat,DKI Jakarta,P4125,BRAND_W,25,159000
194,1723444,2019-11-29,18022,Jakarta Selatan,DKI Jakarta,P3340,BRAND_S,1,205000
195,1672414,2019-07-15,15825,Yogyakarta,Yogyakarta,P1742,BRAND_H,12,590000
196,1713817,2019-11-10,13878,Jakarta Pusat,DKI Jakarta,P0677,BRAND_C,6,2200000
197,1716934,2019-11-17,14035,Bogor,Jawa Barat,P3510,BRAND_S,4,747000
198,1713637,2019-11-08,12856,Surakarta,Jawa Tengah,P0797,BRAND_C,2,747000
199,1731151,2019-12-12,14191,Bogor,Jawa Barat,P4020,BRAND_W,24,450000
200,1677385,2019-07-31,17238,Jakarta Timur,DKI Jakarta,P0066,BRAND_A,1,747000
201,1714300,2019-11-11,13015,Bogor,Jawa Barat,P4141,BRAND_W,25,159000
202,1693603,2019-09-19,12748,Jakarta Utara,DKI Jakarta,P0840,BRAND_C,3,310000
203,1684189,2019-08-21,13458,Bekasi,Jawa Barat,P1906,BRAND_J,10,740000
204,1730797,2019-12-12,15443,Depok,Jawa Barat,P0119,BRAND_A,3,303000
205,1677397,2019-07-31,15053,Jakarta Barat,DKI Jakarta,P0121,BRAND_A,1,590000
206,1711993,2019-11-05,16362,Jakarta Selatan,DKI Jakarta,P2763,BRAND_P,1,590000
207,1737502,2019-12-23,16800,Jakarta Selatan,DKI Jakarta,P0155,BRAND_A,2,1745000
208,1730557,2019-12-11,16809,Yogyakarta,Yogyakarta,P2092,BRAND_L,10,590000
209,1671835,2019-07-14,13089,Jakarta Timur,DKI Jakarta,P3442,BRAND_S,12,590000
210,1680637,2019-08-09,14722,Yogyakarta,Yogyakarta,P3019,BRAND_R,2,345000
211,1695364,2019-09-26,14239,Yogyakarta,Yogyakarta,P3008,BRAND_R,6,1745000
212,1682329,2019-08-15,13995,Jakarta Selatan,DKI Jakarta,P1741,BRAND_H,12,1045000
213,1706110,2019-10-23,12748,Jakarta Utara,DKI Jakarta,P0889,BRAND_C,1,695000
214,1677601,2019-08-01,13291,Jakarta Barat,DKI Jakarta,P3019,BRAND_R,2,345000
215,1727095,2019-12-05,16094,Jakarta Pusat,DKI Jakarta,P1778,BRAND_H,4,1325000
216,1690108,2019-09-10,13394,Jakarta Pusat,DKI Jakarta,P3079,BRAND_R,10,79000
217,1738816,2019-12-25,15024,Yogyakarta,Yogyakarta,P0126,BRAND_A,3,205000
218,1705594,2019-10-22,16713,Yogyakarta,Yogyakarta,P3188,BRAND_S,2,159000
219,1679596,2019-08-07,14409,Jakarta Barat,DKI Jakarta,P2949,BRAND_R,25,159000
220,1709692,2019-10-31,17813,Malang,Jawa Timur,P1797,BRAND_H,2,747000
221,1668607,2019-07-04,14606,Jakarta Barat,DKI Jakarta,P2036,BRAND_L,2,450000
222,1715572,2019-11-13,15468,Jakarta Barat,DKI Jakarta,P3621,BRAND_S,4,2095000
223,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P3354,BRAND_S,24,450000
224,1679473,2019-08-06,17576,Tangerang,Banten,P1975,BRAND_L,12,590000
225,1677181,2019-07-31,15738,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,24,205000
226,1722721,2019-11-28,15998,Bandung,Jawa Barat,P0232,BRAND_A,6,450000
227,1701601,2019-10-14,16460,Jakarta Utara,DKI Jakarta,P0375,BRAND_B,12,450000
228,1695358,2019-09-26,16722,Bekasi,Jawa Barat,P4113,BRAND_W,25,159000
229,1680319,2019-08-08,17554,Jakarta Selatan,DKI Jakarta,P2889,BRAND_R,1,2987000
230,1725916,2019-12-04,14188,Bekasi,Jawa Barat,P1910,BRAND_J,20,740000
231,1741447,2019-12-29,16033,Yogyakarta,Yogyakarta,P0126,BRAND_A,4,205000
232,1706026,2019-10-23,14298,Yogyakarta,Yogyakarta,P0737,BRAND_C,30,264000
233,1673875,2019-07-18,16161,Jakarta Barat,DKI Jakarta,P1914,BRAND_J,10,740000
234,1734124,2019-12-17,17338,Tangerang,Banten,P3374,BRAND_S,5,1500000
235,1721977,2019-11-27,15275,Bandung,Jawa Barat,P0807,BRAND_C,48,149000
236,1731757,2019-12-13,18034,Jakarta Pusat,DKI Jakarta,P3185,BRAND_S,4,240000
237,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P0164,BRAND_A,4,583000
238,1732315,2019-12-15,18118,Jakarta Selatan,DKI Jakarta,P2092,BRAND_L,2,590000
239,1673398,2019-07-18,14854,Jakarta Selatan,DKI Jakarta,P3596,BRAND_S,3,1745000
240,1724590,2019-12-02,15719,Jakarta Barat,DKI Jakarta,P0793,BRAND_C,24,79000
241,1683076,2019-08-18,16241,Jakarta Timur,DKI Jakarta,P2772,BRAND_P,1,450000
242,1733323,2019-12-16,16712,Surakarta,Jawa Tengah,P0575,BRAND_B,6,159000
243,1678570,2019-08-02,13955,Depok,Jawa Barat,P3546,BRAND_S,8,590000
244,1691773,2019-09-15,15984,Surakarta,Jawa Tengah,P4033,BRAND_W,1,904000
245,1674226,2019-07-19,17858,Jakarta Pusat,DKI Jakarta,P2517,BRAND_P,2,2637000
246,1699750,2019-10-08,15343,Yogyakarta,Yogyakarta,P3069,BRAND_R,6,1045000
247,1678093,2019-08-02,17735,Malang,Jawa Timur,P1912,BRAND_J,10,740000
248,1713925,2019-11-11,12475,Denpasar,Bali,P0310,BRAND_B,3,1745000
249,1683295,2019-08-19,14194,Purwokerto,Jawa Tengah,P1699,BRAND_H,12,450000
250,1721710,2019-11-26,14667,Jakarta Selatan,DKI Jakarta,P3945,BRAND_W,3,2900000
251,1735525,2019-12-19,16892,Surabaya,Jawa Timur,P0765,BRAND_C,1,1465000
252,1692499,2019-09-17,15089,Jakarta Selatan,DKI Jakarta,P3025,BRAND_R,10,590000
253,1689067,2019-09-05,17248,Tangerang,Banten,P2404,BRAND_P,2,113000
254,1701415,2019-10-11,17652,Jakarta Pusat,DKI Jakarta,P1910,BRAND_J,20,740000
255,1676101,2019-07-26,17920,Jakarta Selatan,DKI Jakarta,P3507,BRAND_S,2,159000
256,1704568,2019-10-20,14757,Purwokerto,Jawa Tengah,P0255,BRAND_A,24,604000
257,1712530,2019-11-06,17293,Semarang,Jawa Tengah,P0825,BRAND_C,4,450000
258,1671796,2019-07-14,13097,Tangerang,Banten,P3256,BRAND_S,1,1745000
259,1714327,2019-11-11,17049,Jakarta Utara,DKI Jakarta,P0332,BRAND_B,2,1325000
260,1680076,2019-08-08,18283,Jakarta Selatan,DKI Jakarta,P3291,BRAND_S,2,1465000
261,1704457,2019-10-20,16480,Jakarta Timur,DKI Jakarta,P2702,BRAND_P,1,149000
262,1724896,2019-12-03,17964,Tangerang,Banten,P1898,BRAND_J,1,740000
263,1675696,2019-07-25,14803,Jakarta Selatan,DKI Jakarta,P0628,BRAND_C,1,1745000
264,1684552,2019-08-21,18226,Jakarta Utara,DKI Jakarta,P1906,BRAND_J,10,740000
265,1720243,2019-11-24,16877,Purwokerto,Jawa Tengah,P3184,BRAND_S,10,240000
266,1711399,2019-11-04,16791,Jakarta Barat,DKI Jakarta,P0578,BRAND_B,3,884000
267,1708993,2019-10-30,18237,Jakarta Pusat,DKI Jakarta,P2968,BRAND_R,1,4475000
268,1718734,2019-11-20,16345,Bogor,Jawa Barat,P3103,BRAND_S,1,3494000
269,1690693,2019-09-11,16633,Jakarta Selatan,DKI Jakarta,P4045,BRAND_W,2,3494000
270,1742617,2019-12-31,18283,Jakarta Selatan,DKI Jakarta,P2420,BRAND_P,2,149000
271,1698916,2019-10-07,14110,Bogor,Jawa Barat,P4025,BRAND_W,4,1500000
272,1687099,2019-08-29,17692,Jakarta Barat,DKI Jakarta,P2807,BRAND_P,12,450000
273,1676626,2019-07-29,13301,Jakarta Barat,DKI Jakarta,P0047,BRAND_A,1,2795000
274,1708564,2019-10-29,16474,Jakarta Selatan,DKI Jakarta,P4071,BRAND_W,6,1045000
275,1724881,2019-12-03,17091,Tangerang,Banten,P1898,BRAND_J,10,740000
276,1740163,2019-12-26,18122,Jakarta Selatan,DKI Jakarta,P4012,BRAND_W,8,1024000
277,1703035,2019-10-16,15399,Jakarta Timur,DKI Jakarta,P2103,BRAND_L,10,590000
278,1710022,2019-11-01,12519,Denpasar,Bali,P3082,BRAND_R,6,1045000
279,1673236,2019-07-17,15750,Depok,Jawa Barat,P0568,BRAND_B,25,159000
280,1690654,2019-09-11,17757,Tangerang,Banten,P3588,BRAND_S,1,695000
281,1713313,2019-11-07,18130,Jakarta Selatan,DKI Jakarta,P0119,BRAND_A,12,303000
282,1726501,2019-12-05,16003,Depok,Jawa Barat,P3045,BRAND_R,12,450000
283,1674316,2019-07-21,15644,Surakarta,Jawa Tengah,P2094,BRAND_L,3,590000
284,1700929,2019-10-11,15382,Jakarta Pusat,DKI Jakarta,P1891,BRAND_J,20,740000
285,1674697,2019-07-22,17841,Jakarta Utara,DKI Jakarta,P0296,BRAND_B,2,310000
286,1741858,2019-12-30,15053,Jakarta Barat,DKI Jakarta,P0822,BRAND_C,12,149000
287,1736056,2019-12-20,16779,Jakarta Pusat,DKI Jakarta,P2932,BRAND_R,12,904000
